name	start	end	size	instruction_count	direct_calls	import_calls_or_refs	string_refs_sample
sub_00401000	0x401000	0x401090	144	59	sub_00401090,sub_0049DC80,sub_004E5F10		
sub_00401090	0x401090	0x401150	192	58	sub_00401150,sub_004E5F10,sub_004E61F0		
sub_00401150	0x401150	0x4011e0	144	48	sub_0049EE10,sub_0049EF90,sub_004E5F10		
sub_004011E0	0x4011e0	0x401250	112	48	sub_0049DE20,sub_0049DEA0,sub_004E5F10		
sub_00401250	0x401250	0x4012b0	96	38	sub_0049DF20,sub_004E5F10		
sub_004012B0	0x4012b0	0x401310	96	44	sub_0049E0E0,sub_004E5F10		
sub_00401310	0x401310	0x401484	372	113	sub_004014F0,sub_00401540,sub_0049E190,sub_0049ED90,sub_004A0A80,sub_004A0B50,sub_004A0C30,sub_004E5F10,sub_004E5F40,sub_004E6810,sub_004E6820		
sub_00401484	0x401484	0x4014f0	108	55			iCmdNum | oBufferWriter | ucDataType | pack
sub_004014F0	0x4014f0	0x401540	80	32			
sub_00401540	0x401540	0x401570	48	21			
sub_00401570	0x401570	0x4016b4	324	97	sub_004014F0,sub_00401540,sub_0049E190,sub_0049ED90,sub_004A0A80,sub_004A0B50,sub_004A0C30,sub_004E5F10,sub_004E5F40,sub_004E6810,sub_004E6820		
sub_004016B4	0x4016b4	0x401720	108	59			iCmdNum | oBufferWriter | ucDataType | pack
sub_00401720	0x401720	0x401824	260	79	sub_004014F0,sub_00401540,sub_0049E190,sub_0049ED90,sub_004A0A80,sub_004A0B50,sub_004A0C30,sub_004E5F10,sub_004E5F40,sub_004E6810,sub_004E6820		SVWQ
sub_00401824	0x401824	0x401845	33	19			iCmdNum | oBufferWriter
sub_00401845	0x401845	0x401890	75	39			ucDataType | pack
sub_00401890	0x401890	0x4018e0	80	27	sub_0043D420,sub_004E5F10		
sub_004018E0	0x4018e0	0x401930	80	27	sub_0043D420,sub_004E5F10		
sub_00401930	0x401930	0x401980	80	27	sub_0043D420,sub_004E5F10		
sub_00401980	0x401980	0x4019d0	80	27	sub_0043D420,sub_004E5F10		
sub_004019D0	0x4019d0	0x401a94	196	66	sub_00401AE0,sub_00401B10,sub_00401B40,sub_00401BE0,sub_0043D420,sub_0043D470,sub_004A05D0,sub_004E5F10,sub_004E5F40		
sub_00401A94	0x401a94	0x401ae0	76	38			oBufferReader | iCmd | iCmdNum
sub_00401AE0	0x401ae0	0x401b10	48	22			
sub_00401B10	0x401b10	0x401b40	48	21			
sub_00401B40	0x401b40	0x401b90	80	32			
sub_00401B90	0x401b90	0x401be0	80	27	sub_0043D420,sub_004E5F10		
sub_00401BE0	0x401be0	0x401c74	148	52	sub_004A06B0,sub_004A07B0,sub_004E5F10,sub_004E5F40		
sub_00401C74	0x401c74	0x401ca0	44	29			datatype
sub_00401CA0	0x401ca0	0x401d10	112	44	sub_00401D10,sub_004E5F10	KERNEL32.dll!GetEnvironmentVariableW	譕櫬棿逖d
sub_00401D10	0x401d10	0x401da0	144	49	sub_00401DA0,sub_004E5F10	KERNEL32.dll!GetVersion	
sub_00401DA0	0x401da0	0x401df0	80	32	sub_004E5F10	KERNEL32.dll!InterlockedExchange	
sub_00401DF0	0x401df0	0x402038	584	155	sub_00402070,sub_00405440,sub_00405480,sub_004054D0,sub_00405500,sub_00405550,sub_004055B0,sub_00405610,sub_004E5F10,sub_004E5F40,sub_004E6810	KERNEL32.dll!GetEnvironmentVariableA,KERNEL32.dll!MultiByteToWideChar	
sub_00402038	0x402038	0x402070	56	27			pszBufferA | pszNameA
sub_00402070	0x402070	0x4020c0	80	38	sub_004E5F10		
sub_004020C0	0x4020c0	0x402140	128	54	sub_00401D10,sub_004E5F10	KERNEL32.dll!CompareStringW	譕櫬棿遈d
sub_00402140	0x402140	0x402471	817	221	sub_00402070,sub_004024D0,sub_00402550,sub_00402710,sub_00402820,sub_00405290,sub_004052D0,sub_00405390,sub_004E5F10,sub_004E5FA0,sub_004E5FD0,sub_004E6810,sub_004E6850	KERNEL32.dll!CompareStringA,KERNEL32.dll!lstrlenW	
sub_00402471	0x402471	0x402485	20	11			_convert_ex
sub_00402485	0x402485	0x4024d0	75	37			_AtlSafeAllocaManager | _$AllocaPad$
sub_004024D0	0x4024d0	0x402550	128	48	sub_004E5F10,sub_004E6880		
sub_00402550	0x402550	0x402670	288	80	sub_0040C740,sub_004E5FA0,sub_004E6850,sub_004E6DC0		c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\atlalloc.h
sub_00402670	0x402670	0x4026bc	76	26	sub_004E5FD0,sub_004E6810,sub_004E68C0		
sub_004026BC	0x4026bc	0x402710	84	40			bStackAvailable | size | _$AllocaPad$
sub_00402710	0x402710	0x402820	272	106	sub_004E5F10,sub_004E6DC0	KERNEL32.dll!WideCharToMultiByte	lpw != 0 | c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\atlconv.h | lpa != 0
sub_00402820	0x402820	0x4028b0	144	52	sub_004028B0,sub_004028F0,sub_004029C0,sub_004E5F10,sub_0054FCA0,sub_005539B0		AtlThrow: hr = 0x%x\n | c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\atlexcept.h
sub_004028B0	0x4028b0	0x4028f0	64	26			
sub_004028F0	0x4028f0	0x402960	112	46	sub_00402960,sub_004E5F10		
sub_00402960	0x402960	0x4029c0	96	43	sub_004E5F10,sub_0063CAF0		
sub_004029C0	0x4029c0	0x4029f0	48	22			
sub_004029F0	0x4029f0	0x402a60	112	40	sub_00401D10,sub_004E5F10	KERNEL32.dll!GetStringTypeExW	譕櫬棿遻d
sub_00402A60	0x402a60	0x402bb0	336	106	sub_00402070,sub_00405440,sub_00405480,sub_004054D0,sub_00405500,sub_004E5F10,sub_004E5F40,sub_004E6810	KERNEL32.dll!GetStringTypeExA,KERNEL32.dll!WideCharToMultiByte	
sub_00402BB0	0x402bb0	0x402bd0	32	16			pszA
sub_00402BD0	0x402bd0	0x402c40	112	46	sub_00401D10,sub_004E5F10	KERNEL32.dll!lstrcmpiW	譕櫬棿邸d
sub_00402C40	0x402c40	0x402f14	724	196	sub_00402070,sub_004024D0,sub_00402550,sub_00402710,sub_00405290,sub_004052D0,sub_00405390,sub_004E5F10,sub_004E5FA0,sub_004E5FD0,sub_004E6810,sub_004E6850	KERNEL32.dll!lstrcmpiA,KERNEL32.dll!lstrlenW	
sub_00402F14	0x402f14	0x402f70	92	49			_convert_ex | _AtlSafeAllocaManager | _$AllocaPad$
sub_00402F70	0x402f70	0x402fd0	96	32	sub_00401D10,sub_004E5F10	USER32.dll!CharLowerW	譕櫬棿部d
sub_00402FD0	0x402fd0	0x403315	837	233	sub_00402070,sub_004024D0,sub_00402550,sub_00402710,sub_00402820,sub_00403380,sub_00403480,sub_00405290,sub_004052D0,sub_00405390,sub_004E5F10,sub_004E5FA0,sub_004E5FD0,sub_004E6810,sub_004E6850,sub_004E6DC0,sub_004E77E0	KERNEL32.dll!lstrlenA,KERNEL32.dll!lstrlenW,USER32.dll!CharLowerA	__atl_condVal | c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\cstringt.h
sub_00403315	0x403315	0x403380	107	66			_convert_ex | _AtlSafeAllocaManager | _$AllocaPad$
sub_00403380	0x403380	0x403480	256	90	sub_004E5F10,sub_004E6DC0	KERNEL32.dll!MultiByteToWideChar	lpa != 0 | c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\atlconv.h | lpw != 0
sub_00403480	0x403480	0x4034d0	80	31	sub_004034D0,sub_004E5F10,sub_004E7810		
sub_004034D0	0x4034d0	0x403540	112	33	sub_004E5F10,sub_005539B0,sub_005539F0		
sub_00403540	0x403540	0x4035b0	112	61			
sub_004035B0	0x4035b0	0x403610	96	32	sub_00401D10,sub_004E5F10	USER32.dll!CharUpperW	譕櫬棿鄘d
sub_00403610	0x403610	0x403955	837	233	sub_00402070,sub_004024D0,sub_00402550,sub_00402710,sub_00402820,sub_00403380,sub_00403480,sub_00405290,sub_004052D0,sub_00405390,sub_004E5F10,sub_004E5FA0,sub_004E5FD0,sub_004E6810,sub_004E6850,sub_004E6DC0,sub_004E77E0	KERNEL32.dll!lstrlenA,KERNEL32.dll!lstrlenW,USER32.dll!CharUpperA	__atl_condVal | c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\cstringt.h
sub_00403955	0x403955	0x4039c0	107	66			_convert_ex | _AtlSafeAllocaManager | _$AllocaPad$
sub_004039C0	0x4039c0	0x4039f0	48	26			
sub_004039F0	0x4039f0	0x403a50	96	39	sub_004E5F10		
sub_00403A50	0x403a50	0x403aa0	80	36	sub_004E5F10		
sub_00403AA0	0x403aa0	0x403b40	160	50	sub_00403B40,sub_00405C80,sub_004E5F10		
sub_00403B40	0x403b40	0x403c40	256	78	sub_00405640,sub_004E5F10		
sub_00403C40	0x403c40	0x403cb0	112	47	sub_004056F0,sub_004E5F10		
sub_00403CB0	0x403cb0	0x403d50	160	60	sub_00403C40,sub_00405D20,sub_004E5F10		
sub_00403D50	0x403d50	0x403db0	96	45	sub_00403DB0,sub_004E5F10		
sub_00403DB0	0x403db0	0x403e80	208	77	sub_00405730,sub_004E5F10		
sub_00403E80	0x403e80	0x403f30	176	67	sub_00405AB0,sub_00405C00,sub_004E5F10		
sub_00403F30	0x403f30	0x404220	752	217	sub_00403E80,sub_00404220,sub_00404250,sub_00404360,sub_00404910,sub_004058C0,sub_00405B50,sub_00405C00,sub_00405C50,sub_00438B10,sub_00438FD0,sub_00439560,sub_00439880,sub_00439A20,sub_004E5F10		
sub_00404220	0x404220	0x404250	48	23			
sub_00404250	0x404250	0x4042fd	173	55	sub_00404320,sub_00406400,sub_00406500,sub_004E5F10,sub_004E5F40		
sub_004042FD	0x4042fd	0x404320	35	18			scoped_lock
sub_00404320	0x404320	0x404360	64	34			
sub_00404360	0x404360	0x404660	768	236	sub_00403B40,sub_00404660,sub_00405730,sub_004E5F10,sub_004E61F0,sub_00553BD0	USER32.dll!PostMessageA	
sub_00404660	0x404660	0x404690	48	23			
sub_00404690	0x404690	0x4047e0	336	104	sub_00403B40,sub_00404660,sub_00405730,sub_004E5F10,sub_004E61F0,sub_00553BD0	USER32.dll!PostMessageA	
sub_004047E0	0x4047e0	0x404870	144	49	sub_00404870,sub_00406690,sub_00406750,sub_004E5F10	KERNEL32.dll!GetCurrentProcessId	
sub_00404870	0x404870	0x4048b0	64	25	sub_004E5F10,sub_004E7AF0		
sub_004048B0	0x4048b0	0x404910	96	43	sub_00405F70,sub_004E5F10		
sub_00404910	0x404910	0x404960	80	35	sub_00405F70,sub_004E5F10		
sub_00404960	0x404960	0x4049b0	80	35	sub_00405F70,sub_004E5F10		
sub_004049B0	0x4049b0	0x404fe4	1588	421	sub_00403B40,sub_00403C40,sub_00403D50,sub_00405060,sub_00405640,sub_004056F0,sub_00405780,sub_004057D0,sub_00405820,sub_00405870,sub_004058C0,sub_00405940,sub_00405B50,sub_00405C00,sub_00405DA0,sub_00405E10,sub_00405E70,sub_00406030,sub_00406590,sub_00406820		%d|%d|%d|%d.%d|%d.%d|%s.%s | %02x
sub_00404FE4	0x404fe4	0x405060	124	54			btDigest | pszDigest1 | pszDigest2
sub_00405060	0x405060	0x4050a0	64	25	sub_004050A0,sub_004E5F10		
sub_004050A0	0x4050a0	0x4050e0	64	25	sub_004050E0,sub_004E5F10		
sub_004050E0	0x4050e0	0x405120	64	25	sub_00405120,sub_004E5F10		
sub_00405120	0x405120	0x4051ba	154	50	sub_004051E0,sub_004E5F10,sub_004E5F40,sub_0063B7F0,sub_0063B830		
sub_004051BA	0x4051ba	0x4051e0	38	23			_Lock
sub_004051E0	0x4051e0	0x405290	176	71	sub_004E5F10,sub_0063B980		c:\program files (x86)\microsoft visual studio 8\vc\include\xutility | ITERATOR LIST CORRUPTED!
sub_00405290	0x405290	0x4052d0	64	32			
sub_004052D0	0x4052d0	0x405350	128	53	sub_00405350,sub_00409740,sub_0040C870,sub_004E5F10		
sub_00405350	0x405350	0x405390	64	25	sub_004E5F10,sub_004E7EC0		
sub_00405390	0x405390	0x405400	112	53	sub_00405400,sub_004E5F10		
sub_00405400	0x405400	0x405440	64	25	sub_004E5F10,sub_004E8D30		
sub_00405440	0x405440	0x405480	64	32			
sub_00405480	0x405480	0x4054d0	80	33	sub_00406F70,sub_004E5F10		
sub_004054D0	0x4054d0	0x405500	48	22			
sub_00405500	0x405500	0x405550	80	30	sub_00406EE0,sub_0040C900,sub_004E5F10		
sub_00405550	0x405550	0x4055b0	96	40	sub_00402070,sub_00406FC0,sub_004E5F10		
sub_004055B0	0x4055b0	0x405610	96	46	sub_0040C9E0,sub_004E5F10		
sub_00405610	0x405610	0x405640	48	22			
sub_00405640	0x405640	0x4056f0	176	67	sub_00405780,sub_00407270,sub_004075B0,sub_00409040,sub_004E5F10		
sub_004056F0	0x4056f0	0x405730	64	25	sub_00407660,sub_004E5F10		
sub_00405730	0x405730	0x405780	80	35	sub_004076B0,sub_004E5F10		
sub_00405780	0x405780	0x4057d0	80	35	sub_00407770,sub_004E5F10		
sub_004057D0	0x4057d0	0x405820	80	35	sub_004077C0,sub_004E5F10		
sub_00405820	0x405820	0x405870	80	35	sub_00407810,sub_004E5F10		
sub_00405870	0x405870	0x4058c0	80	33	sub_00405910,sub_004071A0,sub_004E5F10		
sub_004058C0	0x4058c0	0x405910	80	34	sub_00405910,sub_004071A0,sub_004E5F10		
sub_00405910	0x405910	0x405940	48	22			
sub_00405940	0x405940	0x4059e0	160	59	sub_004059E0,sub_00405A20,sub_00407920,sub_00407AB0,sub_00407B70,sub_004E5F10		
sub_004059E0	0x4059e0	0x405a20	64	32			
sub_00405A20	0x405a20	0x405ab0	144	56	sub_004E5F10,sub_004E6DC0		nRefs != 0 | c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\atlsimpstr.h
sub_00405AB0	0x405ab0	0x405b50	160	61	sub_00402820,sub_00405C00,sub_004E5F10,sub_004E6DC0		(iChar >= 0) && (iChar <= GetLength()) | c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\atlsimpstr.h
sub_00405B50	0x405b50	0x405bc0	112	48	sub_00405BC0,sub_004079A0,sub_00407AB0,sub_004E5F10		
sub_00405BC0	0x405bc0	0x405c00	64	32			
sub_00405C00	0x405c00	0x405c50	80	39	sub_00407AB0,sub_004E5F10		
sub_00405C50	0x405c50	0x405c80	48	22			
sub_00405C80	0x405c80	0x405d20	160	60	sub_00407ED0,sub_004081A0,sub_00408240,sub_004E5F10		
sub_00405D20	0x405d20	0x405da0	128	41	sub_00406900,sub_00407FD0,sub_004E5F10		
sub_00405DA0	0x405da0	0x405e10	112	42	sub_004096A0,sub_004E5F10		
sub_00405E10	0x405e10	0x405e70	96	37			
sub_00405E70	0x405e70	0x405f70	256	81	sub_00405E10,sub_004E5F10,sub_004E6DC0,sub_004EB520,sub_0063B980		"c:\program files (x86)\microsoft visual studio 8\vc\include\vector | vector subscript out of range | (""Standard C++ Libraries Out of Range"", 0) | std::vector<class ATL::CStringT<char,class StrTraitMFC<char,class ATL::ChTraitsCRT<char> > >,class std::allocator<class  | ""out of range"" | (""_Pos < size()"", 0)"
sub_00405F70	0x405f70	0x406030	192	64	sub_00405060,sub_00405E10,sub_00407C70,sub_00407CD0,sub_00407D40,sub_00408070,sub_004080D0,sub_004E5F10		
sub_00406030	0x406030	0x406160	304	100	sub_00405060,sub_00407F80,sub_004080D0,sub_004096A0,sub_0040CA40,sub_004E5F10,sub_0063B980		c:\program files (x86)\microsoft visual studio 8\vc\include\vector | vector erase iterator outside range
sub_00406160	0x406160	0x406200	160	60	sub_00406200,sub_004E5F10,sub_004EB7A0,sub_0063BA70,sub_0063BAD0		c:\program files (x86)\microsoft visual studio 8\vc\include\xdebug
sub_00406200	0x406200	0x406260	96	44	sub_004E5F10,sub_004EB9F0		
sub_00406260	0x406260	0x4062b0	80	34	sub_004E5F10,sub_004EBBF0		
sub_004062B0	0x4062b0	0x406310	96	40	sub_00406260,sub_004E5F10,sub_004E6100		
sub_00406310	0x406310	0x4063b0	160	56	sub_00406200,sub_004E5F10,sub_004EB7A0,sub_0063BA70,sub_0063BAD0		c:\program files (x86)\microsoft visual studio 8\vc\include\xdebug
sub_004063B0	0x4063b0	0x406400	80	37	sub_0040CAE0,sub_004E5F10		
sub_00406400	0x406400	0x4064a0	160	54	sub_004064A0,sub_00408270,sub_004E5F10		
sub_004064A0	0x4064a0	0x4064d0	48	23			
sub_004064D0	0x4064d0	0x406500	48	25			
sub_00406500	0x406500	0x406590	144	50	sub_004064D0,sub_00408E90,sub_004E5F10		
sub_00406590	0x406590	0x406690	256	81	sub_00409220,sub_004E5F10,sub_004E6DC0,sub_004EB520,sub_0063B980		"c:\program files (x86)\microsoft visual studio 8\vc\include\vector | vector subscript out of range | (""Standard C++ Libraries Out of Range"", 0) | ""out of range"" | (""_Pos < size()"", 0)"
sub_00406690	0x406690	0x406750	192	64	sub_00406AF0,sub_004090E0,sub_004091B0,sub_00409220,sub_00409280,sub_00409570,sub_004095D0,sub_004E5F10		
sub_00406750	0x406750	0x406820	208	60	sub_00406AF0,sub_00409140,sub_004091B0,sub_00409410,sub_004E5F10		
sub_00406820	0x406820	0x4068e4	196	61	sub_00405060,sub_00406B30,sub_004096F0,sub_004E5F10,sub_004E5F40		
sub_004068E4	0x4068e4	0x406900	28	14			_Tmp
sub_00406900	0x406900	0x406940	64	25	sub_00406940,sub_004E5F10		
sub_00406940	0x406940	0x406980	64	25	sub_00406980,sub_004E5F10		
sub_00406980	0x406980	0x406a15	149	54	sub_004E5F10,sub_004E5F40,sub_0063B7F0,sub_0063B830		
sub_00406A15	0x406a15	0x406a40	43	28			_Lock
sub_00406A40	0x406a40	0x406aa0	96	44	sub_004E5F10,sub_004EBAB0		
sub_00406AA0	0x406aa0	0x406af0	80	39	sub_00407C40,sub_004E5F10		
sub_00406AF0	0x406af0	0x406b30	64	25	sub_00406B80,sub_004E5F10		
sub_00406B30	0x406b30	0x406b80	80	35	sub_00406BC0,sub_004E5F10		
sub_00406B80	0x406b80	0x406bc0	64	25	sub_00406C20,sub_004E5F10		
sub_00406BC0	0x406bc0	0x406c20	96	43	sub_00406C60,sub_004E5F10		
sub_00406C20	0x406c20	0x406c60	64	25	sub_00405120,sub_004E5F10		
sub_00406C60	0x406c60	0x406cb0	80	35	sub_00406CB0,sub_004E5F10		
sub_00406CB0	0x406cb0	0x406d10	96	36	sub_00406D10,sub_004E5F10		
sub_00406D10	0x406d10	0x406dc9	185	61	sub_004051E0,sub_00406DF0,sub_004E5F10,sub_004E5F40,sub_0063B7F0,sub_0063B830		
sub_00406DC9	0x406dc9	0x406df0	39	25			_Lock
sub_00406DF0	0x406df0	0x406ec0	208	70	sub_004051E0,sub_004E5F10,sub_004E5F40,sub_0063B7F0,sub_0063B830		
sub_00406EC0	0x406ec0	0x406ee0	32	18			_Lock
sub_00406EE0	0x406ee0	0x406f70	144	55	sub_00409970,sub_004E5F10,sub_004E6DC0		m_p == 0 | c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\atlalloc.h
sub_00406F70	0x406f70	0x406fc0	80	38	sub_00405400,sub_004E5F10		
sub_00406FC0	0x406fc0	0x407120	352	130	sub_00407120,sub_0040CB90,sub_004E5F10	KERNEL32.dll!GetLastError,KERNEL32.dll!WideCharToMultiByte,KERNEL32.dll!lstrlenW	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxwin1.inl
sub_00407120	0x407120	0x4071a0	128	41	sub_00402820,sub_004E5F10	KERNEL32.dll!GetLastError	
sub_004071A0	0x4071a0	0x407240	160	59	sub_00402820,sub_00405C50,sub_00407240,sub_0040AE70,sub_004E5F10,sub_004E6DC0		__atl_condVal | c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\cstringt.h
sub_00407240	0x407240	0x407270	48	21			
sub_00407270	0x407270	0x407320	176	66	sub_004028B0,sub_004028F0,sub_004029C0,sub_00407320,sub_004E5F10		Warning: implicit LoadString(%u) failed\n | c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\cstringt.h
sub_00407320	0x407320	0x407390	112	51	sub_00407390,sub_00409000,sub_004E5F10		
sub_00407390	0x407390	0x407440	176	67	sub_00407440,sub_00407860,sub_004078B0,sub_00409080,sub_0040AEC0,sub_004E5F10		
sub_00407440	0x407440	0x4074c0	128	55	sub_004074C0,sub_004E5F10	KERNEL32.dll!FindResourceA	
sub_004074C0	0x4074c0	0x4075b0	240	89	sub_004E5F10	KERNEL32.dll!LoadResource,KERNEL32.dll!LockResource,KERNEL32.dll!SizeofResource	
sub_004075B0	0x4075b0	0x407660	176	66	sub_00402820,sub_00407920,sub_004E5F10,sub_004E6DC0		__atl_condVal | c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\atlsimpstr.h
sub_00407660	0x407660	0x4076b0	80	33	sub_00405A20,sub_00407AB0,sub_004E5F10		
sub_004076B0	0x4076b0	0x407770	192	74	sub_004059E0,sub_00405A20,sub_00405C00,sub_00405C50,sub_00407920,sub_00407AB0,sub_00409B40,sub_00409D70,sub_004E5F10		
sub_00407770	0x407770	0x4077c0	80	35	sub_00409AE0,sub_004E5F10		
sub_004077C0	0x4077c0	0x407810	80	35	sub_00409A80,sub_004E5F10		
sub_00407810	0x407810	0x407860	80	35	sub_004099D0,sub_004E5F10		
sub_00407860	0x407860	0x4078b0	80	37	sub_00407AF0,sub_004E5F10		
sub_004078B0	0x4078b0	0x407920	112	42	sub_00407B70,sub_004E5F10,sub_004E6DC0		nNewLength >= 0 | c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\atlsimpstr.h
sub_00407920	0x407920	0x407970	80	36	sub_00407970,sub_004E5F10		
sub_00407970	0x407970	0x4079a0	48	21			
sub_004079A0	0x4079a0	0x407ab0	272	98	sub_00405A20,sub_00407920,sub_00407970,sub_00407AB0,sub_00409C10,sub_00409C60,sub_004E5F10		
sub_00407AB0	0x407ab0	0x407af0	64	36			
sub_00407AF0	0x407af0	0x407b70	128	51	sub_00407AB0,sub_00409CA0,sub_004E5F10		
sub_00407B70	0x407b70	0x407c40	208	71	sub_00402820,sub_00407AB0,sub_004E5F10,sub_004E6DC0		nLength >= 0 | c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\atlsimpstr.h | nLength <= GetData()->nAllocLength
sub_00407C40	0x407c40	0x407c70	48	23			
sub_00407C70	0x407c70	0x407cd0	96	37			
sub_00407CD0	0x407cd0	0x407d40	112	42	sub_004096A0,sub_004E5F10		
sub_00407D40	0x407d40	0x407ed0	400	104	sub_00405060,sub_00405DA0,sub_00405E10,sub_00406820,sub_00406B30,sub_0040A3E0,sub_0040B530,sub_004E5F10		
sub_00407ED0	0x407ed0	0x407f80	176	61	sub_0040A390,sub_0040A8E0,sub_0040AE20,sub_004E5F10		
sub_00407F80	0x407f80	0x407fd0	80	31	sub_0040CD30,sub_004E5F10		
sub_00407FD0	0x407fd0	0x408070	160	55	sub_00406980,sub_00407F80,sub_0040ADD0,sub_004E5F10		
sub_00408070	0x408070	0x4080d0	96	39	sub_0040CDA0,sub_004E5F10		
sub_004080D0	0x4080d0	0x40817c	172	64	sub_004E5F10,sub_004E5F40,sub_0063B7F0,sub_0063B830		
sub_0040817C	0x40817c	0x4081a0	36	18			_Lock
sub_004081A0	0x4081a0	0x408200	96	43	sub_00408200,sub_0040ADA0,sub_004E5F10		
sub_00408200	0x408200	0x408240	64	32			
sub_00408240	0x408240	0x408270	48	23			
sub_00408270	0x408270	0x4083be	334	95	sub_004083E0,sub_00408770,sub_004088B0,sub_00408990,sub_004089E0,sub_0040B9B0,sub_004E5F10,sub_004E5F40,sub_004E6810,sub_004EB7A0		file: | c:\7f\src\game_component_red\include\thread\lock.h |  line: | __LINE__ |  info: | lock_error
sub_004083BE	0x4083be	0x4083e0	34	18			
sub_004083E0	0x4083e0	0x408440	96	44	sub_00408440,sub_004E5F10		
sub_00408440	0x408440	0x4084f0	176	59	sub_00408770,sub_00408940,sub_004E5F10,sub_004EB990		
sub_004084F0	0x4084f0	0x408540	80	39	sub_004089E0,sub_004E5F10		
sub_00408540	0x408540	0x4085a0	96	40	sub_004085A0,sub_004E5F10,sub_004E6100		
sub_004085A0	0x4085a0	0x408630	144	55	sub_004088B0,sub_004E5F10,sub_004EBBF0		
sub_00408630	0x408630	0x408690	96	40	sub_00408690,sub_004E5F10,sub_004E6100		
sub_00408690	0x408690	0x4086d0	64	25	sub_004085A0,sub_004E5F10		
sub_004086D0	0x4086d0	0x408770	160	54	sub_00408810,sub_004E5F10,sub_004EBAB0		
sub_00408770	0x408770	0x408810	160	59	sub_00407C40,sub_00408CB0,sub_00408DC0,sub_004E5F10		
sub_00408810	0x408810	0x4088b0	160	52	sub_00408B40,sub_00408CB0,sub_00408E20,sub_004E5F10		
sub_004088B0	0x4088b0	0x408940	144	55	sub_00408A20,sub_00408CB0,sub_004E5F10		
sub_00408940	0x408940	0x408990	80	37	sub_00408C50,sub_004E5F10		
sub_00408990	0x408990	0x4089e0	80	37	sub_00408AA0,sub_004E5F10		
sub_004089E0	0x4089e0	0x408a20	64	25	sub_00408D60,sub_004E5F10		
sub_00408A20	0x408a20	0x408a60	64	25	sub_00408A60,sub_004E5F10		
sub_00408A60	0x408a60	0x408aa0	64	25	sub_00406940,sub_004E5F10		
sub_00408AA0	0x408aa0	0x408b00	96	45	sub_00408B00,sub_00409ED0,sub_004E5F10		
sub_00408B00	0x408b00	0x408b40	64	25	sub_004E5F10,sub_004EBE60		
sub_00408B40	0x408b40	0x408c20	224	79	sub_00408C20,sub_00408D60,sub_0040A080,sub_0040A140,sub_0040A1E0,sub_0040A2B0,sub_0040CB30,sub_004E5F10,sub_0063BB60		
sub_00408C20	0x408c20	0x408c50	48	21			
sub_00408C50	0x408c50	0x408cb0	96	45	sub_00408B00,sub_00409FD0,sub_004E5F10		
sub_00408CB0	0x408cb0	0x408d60	176	72	sub_0040A140,sub_0040A340,sub_0040CB30,sub_004E5F10		
sub_00408D60	0x408d60	0x408dc0	96	43			
sub_00408DC0	0x408dc0	0x408e20	96	43	sub_00409770,sub_0040A310,sub_004E5F10		
sub_00408E20	0x408e20	0x408e90	112	45	sub_00409770,sub_0040A310,sub_004E5F10		
sub_00408E90	0x408e90	0x408fde	334	95	sub_004083E0,sub_00408770,sub_004088B0,sub_00408990,sub_004089E0,sub_0040B9F0,sub_004E5F10,sub_004E5F40,sub_004E6810,sub_004EB7A0		file: | c:\7f\src\game_component_red\include\thread\lock.h |  line: | __LINE__ |  info: | lock_error
sub_00408FDE	0x408fde	0x409000	34	20			
sub_00409000	0x409000	0x409040	64	27	sub_004E5F10,sub_0055A990		
sub_00409040	0x409040	0x409080	64	29	sub_004E5F10,sub_0055AD10		
sub_00409080	0x409080	0x4090e0	96	39	sub_00402070,sub_004E5F10	KERNEL32.dll!WideCharToMultiByte	
sub_004090E0	0x4090e0	0x409140	96	37			
sub_00409140	0x409140	0x4091b0	112	42	sub_0040B780,sub_004E5F10		
sub_004091B0	0x4091b0	0x409220	112	42	sub_0040B780,sub_004E5F10		
sub_00409220	0x409220	0x409280	96	37			
sub_00409280	0x409280	0x409410	400	104	sub_00406AF0,sub_00409140,sub_00409220,sub_00409870,sub_0040AF70,sub_0040B7D0,sub_0040B8B0,sub_004E5F10		
sub_00409410	0x409410	0x409570	352	119	sub_00406AF0,sub_004095D0,sub_0040AF20,sub_0040B780,sub_0040B900,sub_0040B950,sub_0040CE20,sub_004E5F10,sub_0063B980		c:\program files (x86)\microsoft visual studio 8\vc\include\vector | vector erase iterator outside range
sub_00409570	0x409570	0x4095d0	96	39	sub_0040CEC0,sub_004E5F10		
