name	start	end	size	instruction_count	direct_calls	import_calls_or_refs	string_refs_sample
sub_005FE930	0x5fe930	0x5fea40	272	87	sub_005685E0,sub_005A6CC0,sub_005FE8A0		f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp
sub_005FEA40	0x5fea40	0x5febb0	368	127	sub_005FE8A0,sub_005FE930		
sub_005FEBB0	0x5febb0	0x5febd0	32	15	sub_00600E20		
sub_005FEBD0	0x5febd0	0x5febf0	32	15	sub_00600E20		
sub_005FEBF0	0x5febf0	0x5fec70	128	49	sub_005A6CC0,sub_00600F40,sub_00600F60		f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp
sub_005FEC70	0x5fec70	0x5fecd0	96	36	sub_005A6CC0,sub_005A6E30,sub_005AA040,sub_005AA180		f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp
sub_005FECD0	0x5fecd0	0x5fed30	96	36	sub_005A6CC0,sub_005A6E30,sub_00600F40		f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp
sub_005FED30	0x5fed30	0x5fed60	48	26			
sub_005FED60	0x5fed60	0x5fed80	32	14	sub_005AA780		
sub_005FED80	0x5fed80	0x5fee90	272	88	sub_005539F0,sub_005A6CC0		f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp
sub_005FEE90	0x5fee90	0x5ff4f9	1641	504	sub_004028B0,sub_004028F0,sub_004029C0,sub_00568A70,sub_005A6CC0,sub_005AB6A0,sub_005D4E30,sub_005D4EB0,sub_005D4EF0	OLEAUT32.dll!SysFreeString,OLEAUT32.dll!VariantChangeType	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp | Warning: automation argument coercion failed.\n | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp
sub_005FF4F9	0x5ff4f9	0x5ff550	87	38			
sub_005FF550	0x5ff550	0x5ffa38	1256	360	sub_00402550,sub_004039C0,sub_004185E0,sub_004E6850,sub_004EB7A0,sub_004EC450,sub_00579090,sub_005A6CC0,sub_005A6D20,sub_005ABFF0,sub_005D4DA0,sub_005FED80,sub_005FEE90	KERNEL32.dll!lstrlenA,OLEAUT32.dll!VariantClear	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp
sub_005FFA38	0x5ffa38	0x5ffc68	560	157	sub_004E6810,sub_00579090,sub_005D4DC0,sub_00600FE0	OLEAUT32.dll!SysFreeString,OLEAUT32.dll!VariantClear	
sub_005FFC68	0x5ffc68	0x5ffd00	152	85			
sub_005FFD00	0x5ffd00	0x5ffd20	32	16	sub_005AA040		
sub_005FFD20	0x5ffd20	0x5ffd40	32	16	sub_005AA140		
sub_005FFD40	0x5ffd40	0x5ffd70	48	28	sub_005AA5C0		
sub_005FFD70	0x5ffd70	0x5ffda0	48	26			
sub_005FFDA0	0x5ffda0	0x5ffe40	160	68	sub_004E6810,sub_005A6CC0,sub_005A74D0,sub_0060F940		f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp
sub_005FFE40	0x5ffe40	0x600010	464	155	sub_004056F0,sub_00405C50,sub_005533C0,sub_005A6CC0,sub_005A74D0,sub_005F4850,sub_005FE930		f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp
sub_00600010	0x600010	0x600739	1833	601	sub_004EC450,sub_00553670,sub_005A6CC0,sub_005A6D20,sub_005A74D0,sub_005B5E30,sub_005F4850,sub_005FE390,sub_005FE580,sub_005FEA40,sub_005FF550	KERNEL32.dll!lstrlenA,OLEAUT32.dll!VariantClear	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp
sub_00600739	0x600739	0x6007bb	130	38	sub_004039C0,sub_00553670,sub_00579090,sub_005A6CC0,sub_005A6D20,sub_005ABFF0,sub_00600960		f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp
sub_006007BB	0x6007bb	0x600920	357	128	sub_005A6CC0,sub_005B5E30	OLEAUT32.dll!VariantClear	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp
sub_00600920	0x600920	0x600960	64	23	sub_004056F0,sub_00569130		
sub_00600960	0x600960	0x600c00	672	177	sub_00405910,sub_00411370,sub_004E6810,sub_004EC450,sub_00552420,sub_005524A0,sub_00552520,sub_0055A7F0,sub_00578F30,sub_00578FD0,sub_005A6CC0,sub_005A6D20,sub_005A6E30,sub_005A74D0	OLEAUT32.dll!SysAllocString	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp
sub_00600C00	0x600c00	0x600cf0	240	75	sub_00405780,sub_0040EDD0,sub_005535F0		
sub_00600CF0	0x600cf0	0x600d60	112	44	sub_00405910,sub_00553230,sub_005A6CC0,sub_005A74B0		f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp
sub_00600D60	0x600d60	0x600e20	192	62	sub_004EB7A0,sub_00568AF0,sub_005A6CC0,sub_005A74B0,sub_00600C00		f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp
sub_00600E20	0x600e20	0x600f30	272	81	sub_004E6810,sub_004EB7A0,sub_0055A7F0,sub_00568AF0,sub_005A6CC0,sub_00600C00		f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledisp1.cpp
sub_00600F30	0x600f30	0x600f40	16	8			
sub_00600F40	0x600f40	0x600f60	32	13	sub_00567BC0		
sub_00600F60	0x600f60	0x600f80	32	16	sub_00600F80		
sub_00600F80	0x600f80	0x600fa0	32	16	sub_00600FA0		
sub_00600FA0	0x600fa0	0x600fb0	16	8			
sub_00600FB0	0x600fb0	0x600fe0	48	23	sub_00553580,sub_00600920		
sub_00600FE0	0x600fe0	0x6010a0	192	64	sub_005539F0,sub_005A6CC0,sub_005D4FE0,sub_005D5650		f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\afximpl.h
sub_006010A0	0x6010a0	0x6010b0	16	8	sub_006010B0		
sub_006010B0	0x6010b0	0x6010c0	16	11			
sub_006010C0	0x6010c0	0x601190	208	60	sub_0040EDD0,sub_0056B410,sub_0056D970,sub_005A6CC0,sub_005B0A30		f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp
sub_00601190	0x601190	0x6012b0	288	92	sub_004028B0,sub_004028F0,sub_004029C0,sub_004056F0,sub_0055A070,sub_0056B410,sub_0056DA30,sub_005A6CC0,sub_005B0B40,sub_006012E0		Warning: destroying an unsaved document.\n | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp
sub_006012B0	0x6012b0	0x6012e0	48	22	sub_005A6E30		f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp
sub_006012E0	0x6012e0	0x601350	112	43	sub_0056B410,sub_005A6CC0,sub_005A6D20,sub_005A6E30,sub_005B0F40		f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp
sub_00601350	0x601350	0x601380	48	21	sub_00405780		
sub_00601380	0x601380	0x601390	16	12			
sub_00601390	0x601390	0x6013e0	80	37	sub_0056B410		
sub_006013E0	0x6013e0	0x601630	592	196	sub_00554850,sub_00560750,sub_005A6CC0,sub_005A6E30	USER32.dll!IsWindow	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp
sub_00601630	0x601630	0x6016e0	176	65	sub_00560750,sub_005A6E30		f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp
sub_006016E0	0x6016e0	0x6016f0	16	10			
sub_006016F0	0x6016f0	0x6018b0	448	134	sub_00405780,sub_00405910,sub_00411370,sub_004E6810,sub_005539F0,sub_00578F30,sub_005A2720,sub_005A29E0,sub_005A6CC0,sub_005A6E30,sub_005BD460	KERNEL32.dll!lstrlenA	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp
sub_006018B0	0x6018b0	0x6018f0	64	35			
sub_006018F0	0x6018f0	0x601910	32	17			
sub_00601910	0x601910	0x601970	96	42	sub_004028B0,sub_004028F0,sub_004029C0		Warning: File save-as failed.\n | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp
sub_00601970	0x601970	0x601a40	208	70	sub_004028B0,sub_004028F0,sub_004029C0,sub_00405910	KERNEL32.dll!GetFileAttributesA	Warning: File save with new name failed.\n | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp | Warning: File save failed.\n | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp
sub_00601A40	0x601a40	0x601cc6	646	194	sub_004028B0,sub_004028F0,sub_004029C0,sub_00405640,sub_004056F0,sub_00405730,sub_004057D0,sub_00405910,sub_0040EDD0,sub_00411370,sub_00426F00,sub_00553670,sub_0055A040,sub_0055A400,sub_0055AAD0,sub_00578F30,sub_00598160,sub_005A1DA0,sub_005A6CC0,sub_005A6D20		f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp | Warning: failed to delete file after failed SaveAs.\n | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp
sub_00601CC6	0x601cc6	0x601d50	138	43	sub_004056F0,sub_00405910,sub_0055A420		
sub_00601D50	0x601d50	0x601f40	496	153	sub_004056F0,sub_00405730,sub_00405910,sub_00407320,sub_00407860,sub_0040EDD0,sub_00411370,sub_0055AAD0,sub_005971A0,sub_005A29E0,sub_005A6CC0,sub_005E65A0		f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp
sub_00601F40	0x601f40	0x601f50	16	11			
sub_00601F50	0x601f50	0x601f60	16	11			
sub_00601F60	0x601f60	0x6021ca	618	171	sub_004028B0,sub_004028F0,sub_004029C0,sub_004056F0,sub_00405780,sub_00405910,sub_00407860,sub_0040EDD0,sub_00411370,sub_004E6810,sub_0055AAD0,sub_005971A0,sub_005A29E0,sub_005A6CC0,sub_005A6D20,sub_005A6E30,sub_005E65A0		f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp | Reporting file I/O exception on Save/Load with lOsError = $%lX.\n | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp
sub_006021CA	0x6021ca	0x6021f0	38	23			
sub_006021F0	0x6021f0	0x602580	912	250	sub_004056F0,sub_00405780,sub_00405910,sub_00405940,sub_00407860,sub_0040EDD0,sub_00411370,sub_004E6810,sub_004E6880,sub_004EFC60,sub_004F03D0,sub_0055AAD0,sub_005A12E0,sub_005A2740,sub_005A6CC0,sub_005F9230,sub_005F94B0,sub_005F97C0	ADVAPI32.dll!GetFileSecurityA,ADVAPI32.dll!SetFileSecurityA,KERNEL32.dll!GetDiskFreeSpaceA,KERNEL32.dll!GetFileTime,KERNEL32.dll!GetFullPathNameA,KERNEL32.dll!GetTempFileNameA,KERNEL32.dll!SetFileTime	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp
sub_00602580	0x602580	0x6025c0	64	30	sub_00405910,sub_00411370,sub_005A1AE0,sub_005A1DA0		
sub_006025C0	0x6025c0	0x6026d0	272	90	sub_004056F0,sub_00405910,sub_0040A820,sub_00411370,sub_005A1A30,sub_005A1D70,sub_005A1DA0,sub_005A6CC0	KERNEL32.dll!GetModuleHandleA,KERNEL32.dll!GetProcAddress	KERNEL32 | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp | ReplaceFileA
sub_006026D0	0x6026d0	0x6027c0	240	84	sub_00568A10,sub_005A6CC0,sub_006034F0		f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp
sub_006027C0	0x6027c0	0x602850	144	59	sub_005A6CC0,sub_005A6D20		f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp
sub_00602850	0x602850	0x6028d0	128	50	sub_004028B0,sub_004028F0,sub_004029C0,sub_00405940		Warning: OnNewDocument replaces an unsaved document.\n | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp
sub_006028D0	0x6028d0	0x602ba4	724	202	sub_004028B0,sub_004028F0,sub_004029C0,sub_00553670,sub_005539F0,sub_0055A400,sub_0055A420,sub_00569420,sub_005694B0,sub_005A6CC0,sub_005A6D20,sub_005A7B20,sub_005A8040		Warning: OnOpenDocument replaces an unsaved document.\n | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp
sub_00602BA4	0x602ba4	0x602bd4	48	11	sub_00553670		
sub_00602BD4	0x602bd4	0x602be1	13	3			
sub_00602BE1	0x602be1	0x602c70	143	48	sub_005694B0,sub_005A7DD0		
sub_00602C70	0x602c70	0x602eab	571	158	sub_00553670,sub_005539F0,sub_0055A400,sub_0055A420,sub_00569420,sub_005694B0,sub_005A6CC0,sub_005A6D20,sub_005A7B20,sub_005A8040		f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp
sub_00602EAB	0x602eab	0x602ee1	54	11	sub_00553670		
sub_00602EE1	0x602ee1	0x602eee	13	3			
sub_00602EEE	0x602eee	0x602f70	130	35	sub_005694B0,sub_005A7DD0		
sub_00602F70	0x602f70	0x603040	208	73	sub_00553FE0,sub_0056B410,sub_0056B430,sub_005A6E30		f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp
sub_00603040	0x603040	0x603050	16	12			
sub_00603050	0x603050	0x603100	176	65	sub_005A6CC0,sub_005A6E30,sub_005B0DB0,sub_005B1440		f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp
sub_00603100	0x603100	0x603180	128	52	sub_005A6CC0,sub_005A6E30,sub_005B12B0,sub_005B1440		f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp
sub_00603180	0x603180	0x6031a0	32	20	sub_0056B530		
sub_006031A0	0x6031a0	0x603220	128	54	sub_0056B5D0,sub_005A6CC0,sub_005A6D20		f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp
sub_00603220	0x603220	0x6032c0	160	61	sub_0056B410,sub_005A6CC0,sub_005A6E30		f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp
sub_006032C0	0x6032c0	0x603320	96	38	sub_005A6E30		f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp
sub_00603320	0x603320	0x603390	112	50	sub_0056DFE0		
sub_00603390	0x603390	0x603480	240	86	sub_0056A1F0,sub_00578EE0,sub_005A6FC0,sub_005A9280,sub_005A95F0,sub_005A9920		m_strTitle =  | \nm_strPathName =  | \nm_bModified =  | \nm_pDocTemplate =  | \nwith view 
sub_00603480	0x603480	0x6034e0	96	43	sub_005A6E30,sub_005A6F90		f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\doccore.cpp
sub_006034E0	0x6034e0	0x6034f0	16	8			
sub_006034F0	0x6034f0	0x603520	48	21	sub_0040EDD0,sub_005A0DE0		
sub_00603520	0x603520	0x603550	48	23	sub_00568A30,sub_00603550		
sub_00603550	0x603550	0x603570	32	14	sub_004056F0,sub_005A0FC0		
sub_00603570	0x603570	0x6035f0	128	46	sub_00405C50,sub_00407240,sub_004E6DC0,sub_006035F0		f:\sp\vctools\vc7libs\ship\atlmfc\include\cstringt.h
sub_006035F0	0x6035f0	0x603610	32	21	sub_0051D6A0		
sub_00603610	0x603610	0x603620	16	8	sub_00603620		
sub_00603620	0x603620	0x603630	16	11			
sub_00603630	0x603630	0x603720	240	69	sub_0056ADF0,sub_005C28A0,sub_005CBC10,sub_0063E2E0,sub_0063E670		
sub_00603720	0x603720	0x6037e0	192	54	sub_0056ABF0,sub_005C28F0,sub_005CC080,sub_00605130		
sub_006037E0	0x6037e0	0x603890	176	61	sub_005539F0,sub_0055DA50,sub_00565170,sub_005A6CC0,sub_005A6D20,sub_005A6E30,sub_0063E2E0,sub_0063E670		f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\bardock.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\bardock.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\bardock.cpp | AfxControlBar80sd
sub_00603890	0x603890	0x6038a0	16	8			
sub_006038A0	0x6038a0	0x603900	96	38	sub_0056ABF0,sub_00605130		
sub_00603900	0x603900	0x603980	128	43	sub_0056ABF0,sub_005A6E00,sub_00605130		
sub_00603980	0x603980	0x603e00	1152	316	sub_004E6810,sub_005539F0,sub_00554240,sub_00554850,sub_005552F0,sub_00555340,sub_00556700,sub_0056ADF0,sub_0056D360,sub_0056F850,sub_0056FB90,sub_0059D090,sub_005A6CC0,sub_005A6D20,sub_005A6E30,sub_005BBFA0,sub_005CBEA0,sub_005F0DB0,sub_00604200,sub_006042A0		f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\bardock.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\bardock.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\bardock.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\bardock.cpp
sub_00603E00	0x603e00	0x604200	1024	275	sub_004E6810,sub_005539F0,sub_00554240,sub_005552F0,sub_00555340,sub_00556700,sub_0056ADF0,sub_0056AE40,sub_0056D360,sub_0056F850,sub_0056FB90,sub_0059D090,sub_005A6CC0,sub_005A6D20,sub_005A6E30,sub_005BBFA0,sub_005CBEA0,sub_005F0DB0,sub_006042A0,sub_00605060	USER32.dll!GetDlgCtrlID	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\bardock.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\bardock.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\bardock.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\bardock.cpp
sub_00604200	0x604200	0x6042a0	160	55	sub_0056AE40,sub_005C3030,sub_00605060	USER32.dll!GetDlgCtrlID	
sub_006042A0	0x6042a0	0x604500	608	201	sub_005539F0,sub_00556700,sub_0056AE40,sub_0056FC40,sub_005A6CC0,sub_005A6E30,sub_005C3030,sub_005F0DB0,sub_006038A0,sub_00604200,sub_00605060	USER32.dll!GetDlgCtrlID	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\bardock.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\bardock.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\bardock.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\bardock.cpp
sub_00604500	0x604500	0x604e00	2304	588	sub_004028B0,sub_004028F0,sub_004029C0,sub_005539F0,sub_00553FE0,sub_00554240,sub_00554280,sub_005613A0,sub_0056ABF0,sub_0056AE40,sub_0059D090,sub_005A6E30,sub_005C2EE0,sub_005CC210,sub_00605130,sub_0063DBB0,sub_0063DEE0,sub_0063E2E0,sub_0063E370,sub_0063E3F0	USER32.dll!BeginDeferWindowPos,USER32.dll!EndDeferWindowPos	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\bardock.cpp | Warning: DeferWindowPos failed - low system resources.\n | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\bardock.cpp
sub_00604E00	0x604e00	0x604eb0	176	60	sub_005CD4B0,sub_0063E8D0		
sub_00604EB0	0x604eb0	0x604f30	128	45	sub_0063E2E0,sub_0063E670		
sub_00604F30	0x604f30	0x604f50	32	22	sub_005CCF60		
sub_00604F50	0x604f50	0x604f60	16	10			
sub_00604F60	0x604f60	0x605010	176	66	sub_004E6810,sub_0059E0D0,sub_0059E1A0		
sub_00605010	0x605010	0x605060	80	28	sub_005CCBF0		
sub_00605060	0x605060	0x6050c0	96	33	sub_0056ABF0,sub_0056AE40		
sub_006050C0	0x6050c0	0x605130	112	43	sub_0056ABF0,sub_005EE690,sub_005F0DB0,sub_00605130		
sub_00605130	0x605130	0x605170	64	30	sub_0056AE20		
sub_00605170	0x605170	0x6053e0	624	199	sub_005539F0,sub_00554240,sub_0056ABF0,sub_0059D090,sub_005A6E30,sub_005C2EE0,sub_00605130,sub_0063E2E0,sub_0063E430		f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\bardock.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\bardock.cpp
sub_006053E0	0x6053e0	0x6053f0	16	10			
sub_006053F0	0x6053f0	0x605490	160	57	sub_0056ABF0,sub_0056AC50,sub_0056AE20,sub_005A6CC0,sub_005CDDC0		f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\bardock.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\bardock.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\bardock.cpp
sub_00605490	0x605490	0x605500	112	44	sub_005A9280,sub_005A95F0,sub_005A9900,sub_005CDE30		m_arrBars  | 洊扟汆慯楴杮 
sub_00605500	0x605500	0x605610	272	81	sub_00568A70,sub_005A6CC0,sub_005FC1C0	USER32.dll!GetParent	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\bardock.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\bardock.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\bardock.cpp
sub_00605610	0x605610	0x605620	16	8	sub_00605620		
sub_00605620	0x605620	0x605630	16	11			
sub_00605630	0x605630	0x605670	64	33	sub_00556240		
sub_00605670	0x605670	0x6056f0	128	44	sub_00603630,sub_0060E740		
sub_006056F0	0x6056f0	0x6058d0	480	136	sub_004056F0,sub_00405910,sub_00407320,sub_0040EDD0,sub_00553F40,sub_00555340,sub_0057DED0,sub_0057DF20,sub_0060E820		
sub_006058D0	0x6058d0	0x605950	128	38	sub_004E6810,sub_0056F850,sub_005BBFA0,sub_005EFFB0		
sub_00605950	0x605950	0x605970	32	16	sub_006050C0		
sub_00605970	0x605970	0x605bf0	640	198	sub_005539F0,sub_00555E80,sub_005609D0,sub_0056ABF0,sub_005A6CC0,sub_005A6D20,sub_005A6E30,sub_00605130		f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\bardock.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\bardock.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\bardock.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\bardock.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\bardock.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\bardock.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\bardock.cpp
sub_00605BF0	0x605bf0	0x605d30	320	105	sub_005539F0,sub_00555E60,sub_005609D0,sub_0056ABF0,sub_005A6CC0,sub_005A6D20,sub_005A6E30,sub_00605130		f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\bardock.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\bardock.cpp | f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\bardock.cpp
