iat_va	dll	name	ordinal
0x65be2c	ole32.dll	ReleaseStgMedium	
0x65be30	ole32.dll	OleInitialize	
0x65be34	ole32.dll	OleUninitialize	
0x65be38	ole32.dll	CoFreeUnusedLibraries	
0x65be3c	ole32.dll	CLSIDFromProgID	
0x65be40	ole32.dll	CLSIDFromString	
0x65be44	ole32.dll	CoDisconnectObject	
0x65be48	ole32.dll	CoCreateInstance	
0x65be4c	ole32.dll	StringFromGUID2	
0x65be50	ole32.dll	OleRun	
0x65be54	ole32.dll	CoGetClassObject	
0x65be58	ole32.dll	StgOpenStorageOnILockBytes	
0x65be5c	ole32.dll	CoGetMalloc	
0x65be60	ole32.dll	StgIsStorageILockBytes	
0x65be64	ole32.dll	OleSave	
0x65be68	ole32.dll	OleLoad	
0x65be6c	ole32.dll	OleCreate	
0x65be70	ole32.dll	StgCreateDocfileOnILockBytes	
0x65be74	ole32.dll	OleCreateLinkToFile	
0x65be78	ole32.dll	OleCreateFromFile	
0x65be7c	ole32.dll	CoUnmarshalInterface	
0x65be80	ole32.dll	CoMarshalInterface	
0x65be84	ole32.dll	CoReleaseMarshalData	
0x65be88	ole32.dll	OleCreateStaticFromData	
0x65be8c	ole32.dll	OleCreateLinkFromData	
0x65be90	ole32.dll	OleCreateFromData	
0x65be94	ole32.dll	OleSetContainedObject	
0x65be98	ole32.dll	OleLockRunning	
0x65be9c	ole32.dll	StgIsStorageFile	
0x65bea0	ole32.dll	StgOpenStorage	
0x65bea4	ole32.dll	CoTaskMemFree	
0x65b79c	OLEAUT32.dll	SafeArrayCopy	27
0x65b7a0	OLEAUT32.dll	OleLoadPicture	418
0x65b7a4	OLEAUT32.dll	SysStringLen	7
0x65b7a8	OLEAUT32.dll	SysAllocStringByteLen	150
0x65b7ac	OLEAUT32.dll	SysStringByteLen	149
0x65b7b0	OLEAUT32.dll	SysFreeString	6
0x65b7b4	OLEAUT32.dll	VariantClear	9
0x65b7b8	OLEAUT32.dll	VariantChangeType	12
0x65b7bc	OLEAUT32.dll	VariantInit	8
0x65b7c0	OLEAUT32.dll	SysAllocStringLen	4
0x65b7c4	OLEAUT32.dll	OleCreateFontIndirect	420
0x65b7c8	OLEAUT32.dll	SafeArrayGetDim	17
0x65b7cc	OLEAUT32.dll	SafeArrayGetElemsize	18
0x65b7d0	OLEAUT32.dll	SafeArrayUnaccessData	24
0x65b7d4	OLEAUT32.dll	SafeArrayAccessData	23
0x65b7d8	OLEAUT32.dll	SafeArrayGetUBound	19
0x65b7dc	OLEAUT32.dll	SafeArrayGetLBound	20
0x65b7e0	OLEAUT32.dll	SafeArrayRedim	40
0x65b7e4	OLEAUT32.dll	SafeArrayCreate	15
0x65b7e8	OLEAUT32.dll	VariantCopy	10
0x65b7ec	OLEAUT32.dll	SysReAllocStringLen	5
0x65b7f0	OLEAUT32.dll	VarCyFromStr	104
0x65b7f4	OLEAUT32.dll	VarBstrFromCy	113
0x65b7f8	OLEAUT32.dll	SystemTimeToVariantTime	184
0x65b7fc	OLEAUT32.dll	SafeArrayAllocData	37
0x65b800	OLEAUT32.dll	SafeArrayAllocDescriptor	36
0x65b804	OLEAUT32.dll	SafeArrayGetElement	25
0x65b808	OLEAUT32.dll	SafeArrayPtrOfIndex	148
0x65b80c	OLEAUT32.dll	SafeArrayPutElement	26
0x65b810	OLEAUT32.dll	SafeArrayLock	21
0x65b814	OLEAUT32.dll	SafeArrayUnlock	22
0x65b818	OLEAUT32.dll	SafeArrayDestroy	16
0x65b81c	OLEAUT32.dll	SafeArrayDestroyData	39
0x65b820	OLEAUT32.dll	SafeArrayDestroyDescriptor	38
0x65b824	OLEAUT32.dll	VarBstrFromDec	232
0x65b828	OLEAUT32.dll	VarDecFromStr	197
0x65b82c	OLEAUT32.dll	VarDateFromStr	94
0x65b830	OLEAUT32.dll	VarBstrFromDate	114
0x65b834	OLEAUT32.dll	SysAllocString	2
0x65b838	OLEAUT32.dll	LoadTypeLib	161
0x65b83c	OLEAUT32.dll	DosDateTimeToVariantTime	14
0x65b840	OLEAUT32.dll	VariantTimeToSystemTime	185
0x65b844	OLEAUT32.dll	VarUdateFromDate	331
0x65b848	OLEAUT32.dll	VarDateFromUdate	330
0x65bca8	WS2_32.dll	WSACleanup	116
0x65bcac	WS2_32.dll	inet_ntoa	12
0x65bcb0	WS2_32.dll	WSASendTo	
0x65bcb4	WS2_32.dll	WSARecvFrom	
0x65bcb8	WS2_32.dll	select	18
0x65bcbc	WS2_32.dll	WSAIoctl	
0x65bcc0	WS2_32.dll	WSADuplicateSocketW	
0x65bcc4	WS2_32.dll	getpeername	5
0x65bcc8	WS2_32.dll	getsockname	6
0x65bccc	WS2_32.dll	bind	2
0x65bcd0	WS2_32.dll	listen	13
0x65bcd4	WS2_32.dll	ioctlsocket	10
0x65bcd8	WS2_32.dll	socket	23
0x65bcdc	WS2_32.dll	getsockopt	7
0x65bce0	WS2_32.dll	WSARecv	
0x65bce4	WS2_32.dll	WSASend	
0x65bce8	WS2_32.dll	WSASocketW	
0x65bcec	WS2_32.dll	connect	4
0x65bcf0	WS2_32.dll	setsockopt	21
0x65bcf4	WS2_32.dll	WSAGetLastError	111
0x65bcf8	WS2_32.dll	ntohs	15
0x65bcfc	WS2_32.dll	shutdown	22
0x65bd00	WS2_32.dll	WSASetLastError	112
0x65bd04	WS2_32.dll	closesocket	3
0x65bd08	WS2_32.dll	ntohl	14
0x65bd0c	WS2_32.dll	htons	9
0x65bd10	WS2_32.dll	htonl	8
0x65bd14	WS2_32.dll	gethostbyname	52
0x65bd18	WS2_32.dll	gethostname	57
0x65bd1c	WS2_32.dll	inet_addr	11
0x65bd20	WS2_32.dll	WSAStartup	115
0x65bd34	gdiplus.dll	GdipLoadImageFromStreamICM	
0x65bd38	gdiplus.dll	GdipLoadImageFromStream	
0x65bd3c	gdiplus.dll	GdipCreateBitmapFromFileICM	
0x65bd40	gdiplus.dll	GdipCreateBitmapFromFile	
0x65bd44	gdiplus.dll	GdipDrawImageRectI	
0x65bd48	gdiplus.dll	GdipDeleteGraphics	
0x65bd4c	gdiplus.dll	GdipCloneImage	
0x65bd50	gdiplus.dll	GdipDisposeImage	
0x65bd54	gdiplus.dll	GdipLoadImageFromFileICM	
0x65bd58	gdiplus.dll	GdipLoadImageFromFile	
0x65bd5c	gdiplus.dll	GdipCreateFromHDC	
0x65bd60	gdiplus.dll	GdipAlloc	
0x65bd64	gdiplus.dll	GdipFree	
0x65bd68	gdiplus.dll	GdiplusStartup	
0x65bd6c	gdiplus.dll	GdiplusShutdown	
0x65bc84	VERSION.dll	GetFileVersionInfoSizeA	
0x65bc88	VERSION.dll	GetFileVersionInfoA	
0x65bc8c	VERSION.dll	VerQueryValueA	
0x74fa04	OLEACC.dll	LresultFromObject	
0x74fa08	OLEACC.dll	AccessibleObjectFromWindow	
0x74fa0c	OLEACC.dll	CreateStdAccessibleObject	
