code_va	function_start	string_va	encoding	string
0x626788	0x626720	0x712048	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledocvw.cpp
0x6267c1	0x626720	0x712080	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledocvw.cpp
0x626886	0x626830	0x7120b8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledocvw.cpp
0x62689f	0x626830	0x7120f0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledocvw.cpp
0x6268e8	0x626830	0x712128	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledocvw.cpp
0x62698f	0x626940	0x712160	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledocvw.cpp
0x6269a8	0x626940	0x712198	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledocvw.cpp
0x626a3f	0x6269f0	0x7121d0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledocvw.cpp
0x626acf	0x626a80	0x712208	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledocvw.cpp
0x626baf	0x626b60	0x712240	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledocvw.cpp
0x626c7f	0x626c30	0x712278	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledocvw.cpp
0x626d2f	0x626ce0	0x7122b0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledocvw.cpp
0x626de9	0x626d90	0x7122e8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledocvw.cpp
0x626e2a	0x626d90	0x6a02fc	ascii	ERROR: Dialog with IDD 0x%04X must have the child style.\n
0x626e92	0x626d90	0x712320	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledocvw.cpp
0x626ed6	0x626ebc	0x712358	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledocvw.cpp
0x626fbf	0x626f60	0x712390	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledocvw.cpp
0x627009	0x626f60	0x6a02fc	ascii	ERROR: Dialog with IDD 0x%04X must have the child style.\n
0x627074	0x626f60	0x7123c8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledocvw.cpp
0x6270b8	0x62709e	0x712400	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledocvw.cpp
0x62718f	0x627140	0x712438	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledocvw.cpp
0x6273b0	0x6272c0	0x712908	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62756d	0x627530	0x712940	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x6276af	0x6276a0	0x712978	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x6276d1	0x6276a0	0x7129b0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62778f	0x627780	0x7129e8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x6277ef	0x6277e0	0x712a20	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62788f	0x627880	0x712a58	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x6278b9	0x627880	0x712a90	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x6278e4	0x627880	0x712ac8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62790f	0x627880	0x712b00	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62793b	0x627880	0x712b38	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x627979	0x627880	0x712b70	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x6279f9	0x627880	0x712ba8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x627a1d	0x627880	0x712be0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x627a75	0x627880	0x712c50	ascii	Warning: zero 'zoom denominator', using 100%% zoom instead.\n
0x627a8c	0x627880	0x712c18	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x627abf	0x627880	0x712c90	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x627b1d	0x627b10	0x712cc8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x627b41	0x627b10	0x712d00	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x627b61	0x627b10	0x712d38	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x627b75	0x627b10	0x712d70	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x627bcd	0x627bc0	0x712da8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x627bf1	0x627bc0	0x712de0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x627c11	0x627bc0	0x712e18	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x627c25	0x627bc0	0x712e50	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x627c7f	0x627c70	0x712e88	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x627ca1	0x627c70	0x712ec0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x627cfd	0x627c70	0x712f30	ascii	Warning: default COleServerDoc::OnGetLinkedItem implementation\n
0x627d14	0x627c70	0x712ef8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x627d2e	0x627c70	0x712fa8	ascii	"	failed to find item '%s'.\n"
0x627d45	0x627c70	0x712f70	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x627da5	0x627d70	0x712fc4	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x627e56	0x627d70	0x712ffc	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x627eae	0x627e79	0x713034	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x627f2e	0x627f00	0x71306c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x628006	0x627f00	0x7130dc	ascii	Warning: OnUpdateDocument failed to update.\n
0x62801d	0x627f00	0x7130a4	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x6280af	0x6280a0	0x71310c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62812e	0x628100	0x713144	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x628156	0x628100	0x71317c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62817f	0x628100	0x7131b4	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62828f	0x628280	0x7131ec	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x6282e4	0x628280	0x713224	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x628335	0x628300	0x71325c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x628385	0x628300	0x713294	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62840f	0x628400	0x7132cc	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62847d	0x628470	0x713304	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x6284ef	0x6284e0	0x71333c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x628517	0x6284e0	0x713374	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62856f	0x628560	0x7133ac	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x628597	0x628560	0x7133e4	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62860d	0x628600	0x71341c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62862c	0x628600	0x713454	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x628695	0x628660	0x71348c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x6286b4	0x628660	0x7134c4	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x6286d4	0x628660	0x7134fc	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x628736	0x628660	0x713534	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x6287be	0x628790	0x71356c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x6287d7	0x628790	0x7135a4	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62887d	0x628870	0x7135dc	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x628896	0x628870	0x713614	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x6288cd	0x6288c0	0x71364c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x6288e6	0x6288c0	0x713684	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62891f	0x628910	0x7136bc	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x628947	0x628910	0x7136f4	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x6289c8	0x628910	0x62f3e8	ascii	j~hDpq
0x6289ef	0x6289e0	0x71372c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x628aa9	0x6289e0	0x713764	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x628b09	0x6289e0	0x71379c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x628b7f	0x628b70	0x7137d4	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x628bcc	0x628b70	0x71380c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x628c27	0x628b70	0x713844	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x628c63	0x628b70	0x71387c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x628c87	0x628b70	0x7138b4	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x628dfa	0x628b70	0x7138ec	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x628efb	0x628b70	0x713924	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x628f0e	0x628b70	0x71395c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x629015	0x628fe0	0x713994	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62902e	0x628fe0	0x7139cc	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x6290e3	0x628fe0	0x713a04	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x629185	0x629150	0x713a3c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62919e	0x629150	0x713a74	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x629255	0x629150	0x713aac	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x6292f5	0x6292c0	0x713ae4	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62930e	0x6292c0	0x713b1c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x629345	0x6292c0	0x713b54	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62939c	0x6292c0	0x713b8c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62948e	0x629460	0x713bc4	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x629523	0x629460	0x713bfc	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x629682	0x629460	0x713c34	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x6296c5	0x629460	0x713c6c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x6296f9	0x629460	0x713ca4	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x629777	0x629460	0x713cdc	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x6297c6	0x629460	0x713d14	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x6297e6	0x629460	0x713d4c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x629879	0x629460	0x713dbc	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x629895	0x629460	0x713df4	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x629a04	0x629460	0x713e64	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x629aa5	0x629460	0x713e9c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x629c45	0x629460	0x713ed4	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x629c7b	0x629460	0x713f0c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x629cb6	0x629460	0x713f44	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x629cde	0x629460	0x713f7c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x629d4f	0x629d40	0x713fb4	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x629d62	0x629d40	0x713fec	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x629d80	0x629d40	0x714024	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x629ddb	0x629d40	0x71405c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x629e96	0x629d40	0x714094	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x629eba	0x629d40	0x7140cc	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x629eef	0x629ee0	0x714104	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x629f02	0x629ee0	0x71413c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x629f37	0x629ee0	0x714174	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62a07f	0x62a070	0x7141ac	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62a092	0x62a070	0x7141e4	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62a0a5	0x62a070	0x71421c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62a12f	0x62a120	0x714254	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62a14e	0x62a120	0x71428c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62a16f	0x62a120	0x7142c4	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62a21f	0x62a210	0x7142fc	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62a3a0	0x62a210	0x6a1c74	ascii	%I64d
0x62a4bf	0x62a4b0	0x714334	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62a4fa	0x62a4b0	0x71436c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62a50e	0x62a4b0	0x7143a4	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62a553	0x62a4b0	0x7143dc	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62a60f	0x62a600	0x714414	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62a655	0x62a600	0x71444c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62a68a	0x62a600	0x714484	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62a72e	0x62a600	0x7144bc	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62a842	0x62a600	0x7144f4	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62a89f	0x62a600	0x71452c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62a91f	0x62a910	0x714564	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62a93e	0x62a910	0x71459c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62a993	0x62a910	0x7145d4	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62a9b9	0x62a910	0x71460c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62aabc	0x62a910	0x714644	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62ab1f	0x62ab10	0x71467c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62ab61	0x62ab10	0x7146b4	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62abc9	0x62ab10	0x7146ec	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62abfd	0x62ab10	0x6a1c74	ascii	%I64d
0x62acd7	0x62ab10	0x714724	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62ad3d	0x62ad30	0x71475c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62ad61	0x62ad30	0x714794	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62ad86	0x62ad30	0x7147cc	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62ada8	0x62ad30	0x714804	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62ae0f	0x62ae00	0x71483c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62ae33	0x62ae00	0x714874	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62ae53	0x62ae00	0x7148ac	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62aebf	0x62aeb0	0x7148e4	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62aede	0x62aeb0	0x71491c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62af5f	0x62af50	0x714954	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62af7e	0x62af50	0x71498c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62afef	0x62afe0	0x7149c4	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62b00e	0x62afe0	0x7149fc	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62b1c8	0x62b170	0x714a34	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62b20d	0x62b170	0x714a6c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62b253	0x62b246	0x714aa4	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62b2e8	0x62b290	0x714adc	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62b335	0x62b290	0x714b14	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62b38a	0x62b36e	0x714b4c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62b428	0x62b3d0	0x714b84	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62b48f	0x62b3d0	0x714bbc	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62b505	0x62b3d0	0x714bf4	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62b567	0x62b53e	0x714c2c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62b5f1	0x62b5a0	0x714c64	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62b67f	0x62b5a0	0x714c9c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62b715	0x62b6c0	0x714cd4	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62b743	0x62b6c0	0x714d0c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62b7aa	0x62b6c0	0x714d44	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62ba28	0x62b9d0	0x714d7c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62badc	0x62b9d0	0x714db4	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62bb98	0x62bb40	0x714dec	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62bbe5	0x62bb40	0x714e24	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62bde8	0x62bd90	0x714e5c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62be10	0x62bd90	0x714e94	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62be39	0x62bd90	0x714ecc	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62be59	0x62bd90	0x6a02fc	ascii	ERROR: Dialog with IDD 0x%04X must have the child style.\n
0x62beb5	0x62bd90	0x714f04	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62bf88	0x62bf30	0x714f3c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62bfc0	0x62bf30	0x714f74	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62bfe9	0x62bf30	0x714fac	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62c024	0x62bf30	0x714fe4	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62c05d	0x62bf30	0x71501c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62c089	0x62bf30	0x715054	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62c158	0x62c100	0x71508c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62c18f	0x62c100	0x7150c4	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62c1b8	0x62c100	0x7150fc	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62c1f5	0x62c100	0x715134	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62c2b0	0x62c270	0x71516c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62c348	0x62c2f0	0x7151a4	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62c377	0x62c2f0	0x7151dc	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62c3a0	0x62c2f0	0x715214	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62c3dc	0x62c2f0	0x71524c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62c4a8	0x62c450	0x715284	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62c4d0	0x62c450	0x7152bc	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62c4f9	0x62c450	0x7152f4	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62c541	0x62c450	0x71532c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62c630	0x62c5f0	0x715364	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\olesvr1.cpp
0x62c65e	0x62c5f0	0x65bd7c	utf16le	镞4镎4锸4锨4锘4雘4铴4铜4镲4韚4雴4霎4霦4霼4靔4靦4靺4鞎4鞨4鞼4閈4骆4驮4驞4驄4騪4騒4駶4駜4駆4馴4馦4馎4饼4饤4饊4餺4館4餘4餄4飨4閘4閪4閼4闎4闢4闲4阄4阜4阮4陀4陖4陪4陼4隆4隚4韌4风4飄4颺4颮4隸4题4预4鷖4鷀4鶨4顪4顒4頾4頦4頔4頀4韮4锈4
