code_va	function_start	string_va	encoding	string
0x401494	0x401484	0x4014da	ascii	iCmdNum
0x4014a0	0x401484	0x4014cc	ascii	oBufferWriter
0x4014ac	0x401484	0x4014c1	ascii	ucDataType
0x4014b8	0x401484	0x4014bc	ascii	pack
0x4016c4	0x4016b4	0x40170a	ascii	iCmdNum
0x4016d0	0x4016b4	0x4016fc	ascii	oBufferWriter
0x4016dc	0x4016b4	0x4016f1	ascii	ucDataType
0x4016e8	0x4016b4	0x4016ec	ascii	pack
0x401737	0x401720	0x4048b9	ascii	SVWQ
0x401834	0x401824	0x40187a	ascii	iCmdNum
0x401840	0x401824	0x40186c	ascii	oBufferWriter
0x40184c	0x401845	0x401861	ascii	ucDataType
0x401858	0x401845	0x40185c	ascii	pack
0x401aa4	0x401a94	0x401acd	ascii	oBufferReader
0x401ab0	0x401a94	0x401ac8	ascii	iCmd
0x401abc	0x401a94	0x401ac0	ascii	iCmdNum
0x401c84	0x401c74	0x401c88	ascii	datatype
0x401cc5	0x401ca0	0x401df0	utf16le	譕櫬棿逖d
0x402048	0x402038	0x402061	ascii	pszBufferA
0x402054	0x402038	0x402058	ascii	pszNameA
0x4020e5	0x4020c0	0x402140	utf16le	譕櫬棿遈d
0x402484	0x402471	0x4024c3	ascii	_convert_ex
0x402490	0x402485	0x4024ad	ascii	_AtlSafeAllocaManager
0x40249c	0x402485	0x4024a0	ascii	_$AllocaPad$
0x4025e8	0x402550	0x65c378	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\atlalloc.h
0x4026cc	0x4026bc	0x4026fa	ascii	bStackAvailable
0x4026d8	0x4026bc	0x4026f5	ascii	size
0x4026e4	0x4026bc	0x4026e8	ascii	_$AllocaPad$
0x402735	0x402710	0x65c4cc	utf16le	lpw != 0
0x402745	0x402710	0x65c430	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\atlconv.h
0x402760	0x402710	0x65c418	utf16le	lpa != 0
0x402770	0x402710	0x65c430	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\atlconv.h
0x4027e0	0x402710	0x65c430	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\atlconv.h
0x402843	0x402820	0x65c530	ascii	AtlThrow: hr = 0x%x\n
0x40285f	0x402820	0x65c4e0	ascii	c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\atlexcept.h
0x402a15	0x4029f0	0x402a60	utf16le	譕櫬棿遻d
0x402bc0	0x402bb0	0x402bc4	ascii	pszA
0x402bf5	0x402bd0	0x402c40	utf16le	譕櫬棿邸d
0x402f24	0x402f14	0x402f63	ascii	_convert_ex
0x402f30	0x402f14	0x402f4d	ascii	_AtlSafeAllocaManager
0x402f3c	0x402f14	0x402f40	ascii	_$AllocaPad$
0x402f95	0x402f70	0x402fd0	utf16le	譕櫬棿部d
0x40302a	0x402fd0	0x65c5e4	utf16le	__atl_condVal
0x40303a	0x402fd0	0x65c548	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\cstringt.h
0x403328	0x403315	0x403367	ascii	_convert_ex
0x403334	0x403315	0x403351	ascii	_AtlSafeAllocaManager
0x403340	0x403315	0x403344	ascii	_$AllocaPad$
0x4033a5	0x403380	0x65c418	utf16le	lpa != 0
0x4033b5	0x403380	0x65c430	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\atlconv.h
0x4033d0	0x403380	0x65c4cc	utf16le	lpw != 0
0x4033e0	0x403380	0x65c430	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\atlconv.h
0x40344e	0x403380	0x65c430	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\atlconv.h
0x4035d5	0x4035b0	0x403610	utf16le	譕櫬棿鄘d
0x40366a	0x403610	0x65c5e4	utf16le	__atl_condVal
0x40367a	0x403610	0x65c548	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\cstringt.h
0x403968	0x403955	0x4039a7	ascii	_convert_ex
0x403974	0x403955	0x403991	ascii	_AtlSafeAllocaManager
0x403980	0x403955	0x403984	ascii	_$AllocaPad$
0x404310	0x4042fd	0x404314	ascii	scoped_lock
0x404d82	0x4049b0	0x65c60c	ascii	%d|%d|%d|%d.%d|%d.%d|%s.%s
0x404e25	0x4049b0	0x65c604	ascii	%02x
0x404f1a	0x4049b0	0x65c604	ascii	%02x
0x40500c	0x404fe4	0x40504e	ascii	btDigest
0x405018	0x404fe4	0x405043	ascii	pszDigest1
0x405024	0x404fe4	0x405038	ascii	pszDigest2
0x4051cc	0x4051ba	0x4051d0	ascii	_Lock
0x40524a	0x4051e0	0x65c668	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\xutility
0x40524f	0x4051e0	0x65c634	utf16le	ITERATOR LIST CORRUPTED!
0x405a4d	0x405a20	0x65c798	utf16le	nRefs != 0
0x405a56	0x405a20	0x65c6f8	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\atlsimpstr.h
0x405ae7	0x405ab0	0x65c7b0	utf16le	(iChar >= 0) && (iChar <= GetLength())
0x405af3	0x405ab0	0x65c6f8	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\atlsimpstr.h
0x405ea6	0x405e70	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x405eab	0x405e70	0x65ca50	utf16le	vector subscript out of range
0x405ebc	0x405e70	0x65c9f8	utf16le	"(""Standard C++ Libraries Out of Range"", 0)"
0x405ec8	0x405e70	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x405ee4	0x405e70	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x405ee9	0x405e70	0x65c850	utf16le	std::vector<class ATL::CStringT<char,class StrTraitMFC<char,class ATL::ChTraitsCRT<char> > >,class std::allocator<class ATL::CStringT<char,class StrTraitMFC<char,class ATL::ChTraitsCRT<char> > > > >::operator []
0x405eee	0x405e70	0x65c82c	utf16le	"""out of range"""
0x405f0c	0x405e70	0x65c800	utf16le	"(""_Pos < size()"", 0)"
0x405f18	0x405e70	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x405f34	0x405e70	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x405f39	0x405e70	0x65c850	utf16le	std::vector<class ATL::CStringT<char,class StrTraitMFC<char,class ATL::ChTraitsCRT<char> > >,class std::allocator<class ATL::CStringT<char,class StrTraitMFC<char,class ATL::ChTraitsCRT<char> > > > >::operator []
0x405f3e	0x405e70	0x65c82c	utf16le	"""out of range"""
0x4060a7	0x406030	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x4060ac	0x406030	0x65cb18	utf16le	vector erase iterator outside range
0x4061bb	0x406160	0x65cb60	ascii	c:\program files (x86)\microsoft visual studio 8\vc\include\xdebug
0x406370	0x406310	0x65cb60	ascii	c:\program files (x86)\microsoft visual studio 8\vc\include\xdebug
0x4065c6	0x406590	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x4065cb	0x406590	0x65ca50	utf16le	vector subscript out of range
0x4065dc	0x406590	0x65c9f8	utf16le	"(""Standard C++ Libraries Out of Range"", 0)"
0x4065e8	0x406590	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x406604	0x406590	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x40660e	0x406590	0x65c82c	utf16le	"""out of range"""
0x40662c	0x406590	0x65c800	utf16le	"(""_Pos < size()"", 0)"
0x406638	0x406590	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x406654	0x406590	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x40665e	0x406590	0x65c82c	utf16le	"""out of range"""
0x4068f4	0x4068e4	0x4068f8	ascii	_Tmp
0x406a28	0x406a15	0x406a2c	ascii	_Lock
0x406ddc	0x406dc9	0x406de0	ascii	_Lock
0x406ed0	0x406ec0	0x406ed4	ascii	_Lock
0x406f0c	0x406ee0	0x65cc24	utf16le	m_p == 0
0x406f18	0x406ee0	0x65c378	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\atlalloc.h
0x40704b	0x406fc0	0x6a5108	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxwin1.inl
0x407094	0x406fc0	0x6a5108	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxwin1.inl
0x4070de	0x406fc0	0x6a5108	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxwin1.inl
0x4071dd	0x4071a0	0x65c5e4	utf16le	__atl_condVal
0x4071e9	0x4071a0	0x65c548	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\cstringt.h
0x4072c8	0x407270	0x65cc88	ascii	Warning: implicit LoadString(%u) failed\n
0x4072df	0x407270	0x65cc38	ascii	c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\cstringt.h
0x4075e6	0x4075b0	0x65c5e4	utf16le	__atl_condVal
0x4075f2	0x4075b0	0x65c6f8	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\atlsimpstr.h
0x4078da	0x4078b0	0x65ccb4	utf16le	nNewLength >= 0
0x4078e6	0x4078b0	0x65c6f8	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\atlsimpstr.h
0x407b9a	0x407b70	0x65cd20	utf16le	nLength >= 0
0x407ba6	0x407b70	0x65c6f8	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\atlsimpstr.h
0x407bcb	0x407b70	0x65ccd8	utf16le	nLength <= GetData()->nAllocLength
0x407bd7	0x407b70	0x65c6f8	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\atlsimpstr.h
0x40818c	0x40817c	0x408190	ascii	_Lock
0x4082d4	0x408270	0x65cd9c	ascii	file:
0x4082e1	0x408270	0x65cd68	ascii	c:\7f\src\game_component_red\include\thread\lock.h
0x4082ee	0x408270	0x65cd60	ascii	 line:
0x4082fb	0x408270	0x65cd54	ascii	__LINE__
0x408308	0x408270	0x65cd4c	ascii	 info:
0x408315	0x408270	0x65cd40	ascii	lock_error
0x408ef4	0x408e90	0x65cd9c	ascii	file:
0x408f01	0x408e90	0x65cd68	ascii	c:\7f\src\game_component_red\include\thread\lock.h
0x408f0e	0x408e90	0x65cd60	ascii	 line:
0x408f1b	0x408e90	0x65cd54	ascii	__LINE__
0x408f28	0x408e90	0x65cd4c	ascii	 info:
0x408f35	0x408e90	0x65cd40	ascii	lock_error
0x4094b1	0x409410	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x4094b6	0x409410	0x65cb18	utf16le	vector erase iterator outside range
0x40968c	0x40967c	0x409690	ascii	_Lock
0x409e8d	0x409e60	0x65cdc0	utf16le	nRefs > 0
0x409e96	0x409e60	0x65c6f8	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\atlsimpstr.h
0x40a451	0x40a3e0	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x40a456	0x40a3e0	0x65cdd8	utf16le	vector insert iterator outside range
0x40a808	0x40a7f8	0x40a80c	ascii	_Tmp
0x40a91e	0x40a8e0	0x65ce24	ascii	vector<T> too long
0x40aeee	0x40aec0	0x6a5108	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxwin1.inl
0x40afe1	0x40af70	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x40afe6	0x40af70	0x65cdd8	utf16le	vector insert iterator outside range
0x40b384	0x40b374	0x40b388	ascii	_Tmp
0x40b41e	0x40b3e0	0x65ce24	ascii	vector<T> too long
0x40b5f2	0x40b580	0x65d058	utf16le	"(""_Pvector == NULL || (((_Myvec *)_Pvector)->_Myfirst <= _Ptr && _Ptr <= ((_Myvec *)_Pvector)->_Mylast)"", 0)"
0x40b5fb	0x40b580	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x40b614	0x40b580	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x40b619	0x40b580	0x65ce78	utf16le	std::_Vector_const_iterator<class ATL::CStringT<char,class StrTraitMFC<char,class ATL::ChTraitsCRT<char> > >,class std::allocator<class ATL::CStringT<char,class StrTraitMFC<char,class ATL::ChTraitsCRT<char> > > > >::_Vector_const_iterator
0x40b6a0	0x40b670	0x65d3f0	utf16le	"(""this->_Mycont != NULL"", 0)"
0x40b6ac	0x40b670	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x40b6c8	0x40b670	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x40b6cd	0x40b670	0x65d228	utf16le	std::_Vector_const_iterator<class ATL::CStringT<char,class StrTraitMFC<char,class ATL::ChTraitsCRT<char> > >,class std::allocator<class ATL::CStringT<char,class StrTraitMFC<char,class ATL::ChTraitsCRT<char> > > > >::operator +=
0x40b70f	0x40b670	0x65d138	utf16le	"(""_Myptr + _Off <= ((_Myvec *)(this->_Mycont))->_Mylast && _Myptr + _Off >= ((_Myvec *)(this->_Mycont))->_Myfirst"", 0)"
0x40b71b	0x40b670	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x40b737	0x40b670	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x40b73c	0x40b670	0x65d228	utf16le	std::_Vector_const_iterator<class ATL::CStringT<char,class StrTraitMFC<char,class ATL::ChTraitsCRT<char> > >,class std::allocator<class ATL::CStringT<char,class StrTraitMFC<char,class ATL::ChTraitsCRT<char> > > > >::operator +=
0x40b741	0x40b670	0x65c82c	utf16le	"""out of range"""
0x40b8a4	0x40b894	0x40b8a8	ascii	_Tmp
0x40bc6a	0x40bc30	0x65d430	utf16le	pOldData->nAllocLength < nLength
0x40bc76	0x40bc30	0x65c6f8	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\atlsimpstr.h
0x40c059	0x40c030	0x65d478	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\xstring
0x40c292	0x40c220	0x65d058	utf16le	"(""_Pvector == NULL || (((_Myvec *)_Pvector)->_Myfirst <= _Ptr && _Ptr <= ((_Myvec *)_Pvector)->_Mylast)"", 0)"
0x40c29b	0x40c220	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x40c2b4	0x40c220	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x40c2b9	0x40c220	0x65d500	utf16le	std::_Vector_const_iterator<int,class std::allocator<int> >::_Vector_const_iterator
0x40c40d	0x40c3d0	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x40c412	0x40c3d0	0x65d698	utf16le	vector iterators incompatible
0x40c423	0x40c3d0	0x65d638	utf16le	"(""Standard C++ Libraries Invalid Argument"", 0)"
0x40c42f	0x40c3d0	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x40c44b	0x40c3d0	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x40c450	0x40c3d0	0x65d5a8	utf16le	std::_Vector_const_iterator<int,class std::allocator<int> >::_Compat
0x40c5bd	0x40c580	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x40c5c2	0x40c580	0x65d698	utf16le	vector iterators incompatible
0x40c5d3	0x40c580	0x65d638	utf16le	"(""Standard C++ Libraries Invalid Argument"", 0)"
0x40c5df	0x40c580	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x40c5fb	0x40c580	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x40c600	0x40c580	0x65d6d8	utf16le	std::_Vector_const_iterator<class ATL::CStringT<char,class StrTraitMFC<char,class ATL::ChTraitsCRT<char> > >,class std::allocator<class ATL::CStringT<char,class StrTraitMFC<char,class ATL::ChTraitsCRT<char> > > > >::_Compat
0x40c660	0x40c630	0x65d3f0	utf16le	"(""this->_Mycont != NULL"", 0)"
0x40c66c	0x40c630	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x40c688	0x40c630	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x40c68d	0x40c630	0x65d898	utf16le	std::_Vector_const_iterator<int,class std::allocator<int> >::operator +=
0x40c6cf	0x40c630	0x65d138	utf16le	"(""_Myptr + _Off <= ((_Myvec *)(this->_Mycont))->_Mylast && _Myptr + _Off >= ((_Myvec *)(this->_Mycont))->_Myfirst"", 0)"
0x40c6db	0x40c630	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x40c6f7	0x40c630	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x40c6fc	0x40c630	0x65d898	utf16le	std::_Vector_const_iterator<int,class std::allocator<int> >::operator +=
0x40c701	0x40c630	0x65c82c	utf16le	"""out of range"""
0x40c7c1	0x40c790	0x65d92c	utf16le	AtlIsValidString( pszFormat )
0x40c7cd	0x40c790	0x65c548	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\cstringt.h
0x40c84d	0x40c820	0x65d968	utf16le	invalid null pointer
0x40c8ec	0x40c8dc	0x40c8f0	ascii	tResult
0x40c97c	0x40c96c	0x40c980	ascii	tResult
0x40cbc1	0x40cb90	0x65c5e4	utf16le	__atl_condVal
0x40cbcd	0x40cb90	0x65c430	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\atlconv.h
0x40cc08	0x40cb90	0x65c5e4	utf16le	__atl_condVal
0x40cc14	0x40cb90	0x65c430	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\atlconv.h
0x40cc4f	0x40cb90	0x65c5e4	utf16le	__atl_condVal
0x40cc5b	0x40cb90	0x65c430	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\atlconv.h
0x40d486	0x40d450	0x65d92c	utf16le	AtlIsValidString( pszFormat )
0x40d492	0x40d450	0x65c548	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\cstringt.h
0x40d624	0x40d614	0x40d628	ascii	_Base_tag
0x40d68c	0x40d679	0x40d690	ascii	_Cat
0x40d6ec	0x40d6d9	0x40d6f0	ascii	_Cat
0x40d7dc	0x40d7c9	0x40d7e0	ascii	_Secure
0x40da34	0x40da24	0x40da38	ascii	_Base_tag
0x40da9c	0x40da89	0x40daa0	ascii	_Cat
0x40dafc	0x40dae9	0x40db00	ascii	_Cat
0x40db34	0x40db10	0x65c668	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\xutility
0x40db56	0x40db10	0x65c668	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\xutility
0x40dd64	0x40dd40	0x65c668	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\xutility
0x40ddfc	0x40dde9	0x40de00	ascii	_Cat
0x40df74	0x40df50	0x65c668	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\xutility
0x40e00c	0x40dff9	0x40e010	ascii	_Cat
0x40e194	0x40e170	0x65c668	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\xutility
0x40e2ad	0x40e280	0x65d968	utf16le	invalid null pointer
0x40e4f4	0x40e4d0	0x65c668	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\xutility
0x40e516	0x40e4d0	0x65c668	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\xutility
0x40e78c	0x40e779	0x40e790	ascii	_Cat
0x40e7ff	0x40e7a0	0x65d994	utf16le	invalid iterator range
0x40e96c	0x40e959	0x40e970	ascii	_Cat
0x40e9df	0x40e980	0x65d994	utf16le	invalid iterator range
0x40ea24	0x40ea00	0x65c668	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\xutility
0x40eba4	0x40eb60	0x65d9c8	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\memory
0x40ebbb	0x40eb60	0x65d9c8	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\memory
0x40ec9d	0x40ec70	0x65d968	utf16le	invalid null pointer
0x40ece4	0x40ecc0	0x65d9c8	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\memory
0x40ecfe	0x40ecc0	0x65d9c8	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\memory
0x40f0f8	0x40f0e8	0x40f0fc	ascii	wsa_data
0x410258	0x410239	0x41028b	ascii	lvcolumn
0x410264	0x410239	0x410286	ascii	rect
0x410578	0x410568	0x41059e	ascii	obWindowRect
0x410584	0x410568	0x410588	ascii	obInPlaceComboTopLeft
0x4107dc	0x4107cc	0x4107e0	ascii	strTemp
0x410b7f	0x410b50	0x65e114	ascii	PLAYER_NUM
0x410d06	0x410cd0	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x410d0b	0x410cd0	0x65ca50	utf16le	vector subscript out of range
0x410d1c	0x410cd0	0x65c9f8	utf16le	"(""Standard C++ Libraries Out of Range"", 0)"
0x410d28	0x410cd0	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x410d44	0x410cd0	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x410d49	0x410cd0	0x65e120	utf16le	std::vector<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::operator []
0x410d4e	0x410cd0	0x65c82c	utf16le	"""out of range"""
0x410d6c	0x410cd0	0x65c800	utf16le	"(""_Pos < size()"", 0)"
0x410d78	0x410cd0	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x410d94	0x410cd0	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x410d99	0x410cd0	0x65e120	utf16le	std::vector<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::operator []
0x410d9e	0x410cd0	0x65c82c	utf16le	"""out of range"""
0x410ec0	0x410ead	0x410ec4	ascii	szBuffer
0x411024	0x411012	0x411028	ascii	full
0x411134	0x411124	0x411138	ascii	nPropLen
0x41124c	0x41123c	0x411250	ascii	strResult
0x41135c	0x41134c	0x411360	ascii	strResult
0x4116d8	0x4116c8	0x4116dc	ascii	finddate
0x411994	0x411982	0x411998	ascii	szString
0x411fa5	0x411ed0	0x411d20	utf16le	譕櫬棿鸃d
0x4120c4	0x4120a8	0x4120c8	ascii	ExitCode
0x4122ee	0x4120e0	0x65e4bc	ascii	%s.log
0x412358	0x4120e0	0x65e4b0	ascii	" %s	%s"
0x412418	0x4123f9	0x41245f	ascii	cTitle
0x412424	0x4123f9	0x412454	ascii	tmpbufdate
0x412430	0x4123f9	0x412449	ascii	tmpbuftime
0x41243c	0x4123f9	0x412440	ascii	pathName
0x4126ca	0x412670	0x65e5ac	ascii	CHINESELONG
0x4127d8	0x4127c8	0x412825	ascii	gdiplusStartupInput
0x4127e4	0x4127c8	0x412818	ascii	gdiplusToken
0x412a8e	0x412990	0x4088b0	utf16le	譕櫬棿雸d
0x412a93	0x412990	0x408770	utf16le	譕櫬棿隘d
0x412bd5	0x412990	0x65e7d0	ascii	ClientPath
0x412e58	0x412d00	0x4088b0	utf16le	譕櫬棿雸d
0x4132fa	0x4132a0	0x65eaac	ascii	login.ini
0x413311	0x4132a0	0x65ea90	ascii	7fgame_game_client_login
0x4133f8	0x4132a0	0x65ea88	ascii	1946
0x413546	0x4132a0	0x65ea6c	ascii	DEFAULT_STRING_VALUE
0x413559	0x4132a0	0x65ea64	utf16le	慧敭楄r
0x41355e	0x4132a0	0x65ea54	utf16le	敄慦汵却瑥湩g
0x4135c8	0x4132a0	0x65ea44	ascii	gameDir = 0
0x41369a	0x4132a0	0x65ea24	ascii	map/sanguo/sanguo_minimap.bmp
0x413748	0x4132a0	0x65ea1c	utf16le	業楮慭p慭
0x41374d	0x4132a0	0x65ea00	ascii	map\sanguo\sanguo_%s.bmp
0x413765	0x4132a0	0x65e9e0	ascii	map\sanguo\sanguo_minimap.bmp
0x4137dd	0x4132a0	0x65e9dc	utf16le	乐G慭屰慳杮潵獜湡畧彯業楮慭
0x4138b8	0x4132a0	0x65e9b8	ascii	7fgame
0x41392d	0x4132a0	0x65e998	utf16le	畡潴潬楧n
0x413932	0x4132a0	0x65e98c	ascii	AutoLogn
0x413972	0x4132a0	0x65ea6c	ascii	DEFAULT_STRING_VALUE
0x413983	0x4132a0	0x65e980	utf16le	獕牥捁潣湵t畁潴潌湧
0x413988	0x4132a0	0x65e98c	ascii	AutoLogn
0x4139ad	0x4132a0	0x65ea6c	ascii	DEFAULT_STRING_VALUE
0x4139be	0x4132a0	0x65e974	ascii	ServerIP
0x4139c3	0x4132a0	0x65e98c	ascii	AutoLogn
0x413a4a	0x4132a0	0x65ea6c	ascii	DEFAULT_STRING_VALUE
0x413a5b	0x4132a0	0x65e968	ascii	ServerProt
0x413a60	0x4132a0	0x65e98c	ascii	AutoLogn
0x413a85	0x4132a0	0x65ea6c	ascii	DEFAULT_STRING_VALUE
0x413a96	0x4132a0	0x65e960	utf16le	慭买浡e敓癲牥牐瑯
0x413a9b	0x4132a0	0x65e98c	ascii	AutoLogn
0x413b2a	0x4132a0	0x65e958	ascii	%s\%s
0x413b8d	0x4132a0	0x65e948	ascii	autostartgame
0x413b92	0x4132a0	0x65e98c	ascii	AutoLogn
0x413c64	0x413c48	0x413d1e	ascii	szUserName
0x413c70	0x413c48	0x413d09	ascii	m_PlayingSessionList
0x413c7c	0x413c48	0x413d02	ascii	strTmp
0x413c88	0x413c48	0x413cfb	ascii	strout
0x413ca0	0x413c48	0x413cf0	ascii	strVer
0x413cac	0x413c48	0x413ce6	ascii	szMapName
0x413cb8	0x413c48	0x413ce0	ascii	local
0x413cc4	0x413c48	0x413cda	ascii	fPath
0x413cd0	0x413c48	0x413cd4	ascii	fName
0x413e34	0x413e24	0x413e38	ascii	graphics
0x414194	0x414184	0x414198	ascii	cloneimage
0x4143aa	0x414350	0x65eaac	ascii	login.ini
0x414598	0x414586	0x41459c	ascii	rect
0x41483c	0x414829	0x41484f	ascii	szConvBuff
0x414abb	0x414a20	0x65eb0c	ascii	%d %d %s\n
0x414ac0	0x414a20	0x65eb04	ascii	!Login
0x414e88	0x414e75	0x414e8c	ascii	szPlayerNum
0x414f5a	0x414f00	0x65eaac	ascii	login.ini
0x414f6c	0x414f00	0x65eb28	ascii	Count
0x414f71	0x414f00	0x65eb20	utf16le	慍偰瑡h潃湵t
0x414ff2	0x414f00	0x65eb18	ascii	map%d
0x415006	0x414f00	0x65ea6c	ascii	DEFAULT_STRING_VALUE
0x41501e	0x414f00	0x65eb20	utf16le	慍偰瑡h潃湵t
0x415100	0x4150e2	0x415128	ascii	temp
0x41510c	0x4150e2	0x415123	ascii	path
0x415118	0x4150e2	0x41511c	ascii	strlin
0x4152cc	0x4152ad	0x4152d0	ascii	rect
0x415370	0x415310	0x65eb30	utf16le	c:\7f\src\login\client_red_tm\source\logindlg.cpp
0x415578	0x415568	0x41558c	ascii	pBmp
0x4157b8	0x4157a8	0x4157bc	ascii	bitmap
0x415a30	0x415a20	0x415a34	ascii	pstm
